Id,Title,Description,LikeCount,DislikeCount,ViewCount,FavoriteCount,CommentCount
UWuc18xISwI,Sean Spicer Press Conference Melissa McCarthy  SNL,White House press secretary Sean Spicer Melissa McCarthy and secretary of education nominee Betsy DeVos Kate McKinnon take questions from the press ,212787,11177,25659934,0,18568
ubEIXXkVXE0,C9 vs IMT  TSM vs FLY   LoL Esports  NA LCS Spring 2017  Week 8 Day 2NALCS1,Cloud9 vs Immortals TSM vs FlyQuest Welcome to the 2017 North American League of Legends Championship Series Spring Split lolproleague LCK ,4175,652,1385326,0,0
L83OcYpiwx0,Blippi Dinosaur Song and More  Educational Videos for Preschoolers,The Blippi Dinosaur Song is a fun way for your children to learn about dinosaurs for kids The 1 hour long compilation has more Blippi videos that are ,1296,651,1783178,0,5
NXh8zjoOSis,Best Farm Animal Name Learning Video for Toddlers Preschool Educational Toy Barn with Locking Doors,Best Farm Animal Name Learning Video for Toddlers Preschool Educational Toy Barn with Locking Doors Lets teach toddlers and kids farm animal names and ,4366,2055,4330151,0,594
MrOVhIywofk,MINUSMA Securing Peace In Mali,United Nations  Established by the UN Security Council in 2013 MINUSMA  the UN Multidimensional Integrated Stabilization Mission in Mali  supports ,28,2,1976,0,4
Myo8KT-XFRk,Portland traffic weather and Mt Hood camera,A live look Portlandarea weather I5 at the Marquam Bridge on the East side of the Willamette River and on clear days Mt Hood This camera faces East from ,177,39,30738,0,2
e3Nl_TCQXuw,Beauty and the Beast – US Official Final Trailer,The final trailer for Beauty and the Beast is here On March 17 rediscover a tale as old as time Get your tickets now at BeOurGuestcom  Disneys “Beauty ,203820,6344,21092578,0,18742
JGwWNGJdvx8,Ed Sheeran  Shape of You Official Video,Stream or Download Shape Of You httpsatlanticr2singles ÷ Out Now httpsatlanticrytalbum Subscribe to Eds channel httpbitlySubscribeToEdSheeran ,4368898,133469,464121277,0,155181
Bzb_WmRbQ50,Global Network of ResearchIntensive University Networks 2016 International Annual Meeting,The Global Network of ResearchIntensive University Networks― 2016 International Annual Meeting international conference was held at Keio Universitys ,0,0,429,0,0
Fr48eRrMkdk,Best Learning Video for Kids Cute Kid Genevieve Plays  Learns  Pororo the Little Penguin Toy Bus,Best Learning Video for Kids Cute Kid Genevieve Plays  Learns  Pororo the Little Penguin Toy Bus In this best educational video for kids lets learn colors ,1934,882,1988026,0,276
fsF7enQY8uI,Robot beats I am not a Robot Captcha,Jukin Media Verified  Find this video and others like it by visiting httpswwwjukinmediacomlicensingview949510 For licensing  permission to use please ,265839,8180,7528691,0,11228
Tm7yPGTHZQc,A Deadly Tornados Destruction  The Daily 360  The New York Times,See the devastation in Hattiesburg Miss after a tornado ripped through early Saturday killing four people injuring more than 20 others and destroying homes ,34,3,6022,0,4
qw6oIBo3fvo,Learn to Count Numbers and Letters of the Alphabet Compilation for Children Toddlers and Babies,Learn Numbers to Count Numbers 110 and Letters AZ of the Alphabet for Children Toddlers and Babies This Educational video is a compilation with other ,1579,849,1599877,0,185
prd2RfhF1tM,The 58th Presidential Inauguration of Donald J Trump Full Video   NBC News,Donald Trump was sworn in as the 45th president of the United States on Friday outlining his forceful vision of a new national populism and echoing the same ,83329,106421,10028960,0,11786
ODVxuN6m6E8,Whats Next from Barack and Michelle Obama,The Obama Foundation will be a living working startup for citizenship — an ongoing project for us to shape together what it means to be a good citizen in the ,127150,14840,5290239,0,3
5YgN7CfHXiU,Inside Presidentelect Donald Trumps Cabinet Room  The Daily 360  The News York Times,Sit in the presidents armchair inside the White House cabinet room and listen to Donald J Trumps nominees on some of their toppriority issues Byline ,64,17,10504,0,16
dCsr0CNqB3g,Ellens Tribute to the Obamas,To commemorate President Obamas last day in office Ellen took a look back at some of her favorite moments with President Obama and the First Lady,559378,21721,22188675,0,0
jdh8c01FsrA,Al Franken Embarrasses Trumps Education Pick,During a recent hearing Al Franken quickly realized Betsy DeVos has no idea about anything related to public education Cenk Uygur and John Iadarola hosts ,4777,286,273449,0,1005
e3xBGq3bvcQ,BETSY DEVOS Guns in school protect against grizzly bears,Senator Chris Murphy of Connecticut questioned Presidentelect Trumps pick for secretary of education yesterday at her confirmation hearing Betsy DeVos ,333,77,169806,0,348
0JkxTILe2Nk,QA  A Journey to the Centre of the Sun  with Lucie Green,Lucie Green answers questions from the audience following her talk on solar physics Watch the full talk here httpswwwyoutubecomwatchv0JkxTILe2Nk ,85,1,4554,0,9
VSz9D6J7aUU,Eminem Till I Collapse Remix Karate Kid Music Video,DISCLAIMER I DID NOT CREATE THIS REMIX If you want to find the original remix follow this link ,54087,2390,5045107,0,2014
lGBXAL8PfQ8,Trump To End Net Neutrality,Will Trumps FCC reverse the decision on net neutrality Cenk Uygur and Ana Kasparian hosts of The Young Turks tell you how Trumps FCC could end net ,2951,325,125969,0,939
97wFth-uHVY,Learning Video Collection for Kids  Educational Videos and Nursery Rhymes from Dave and Ava,Learning Video Collection – educational videos and nursery rhymes from Dave and Ava Download Dave and Avas App for IOS ▻ httpsgooglZIDSB6 ,1759,865,1157779,0,289
Ktr0prKP3qs,Best Learning Colors Video Paw Patrol Ice Cream Toy Blender Learn Fruits with Wooden Velcro Toys,RainbowLearning presents learning colors counting and names of fruits with Paw Patrol pups a toy wooden blender playset and wooden velcro toys Have fun ,3712,1765,4649624,0,485
UKmOkwKlKHI,POP LATINO 2017 Megamix hd Luis Fonsi  Maluma  Ozuna  Daddy Yankee  Sean Paul,POP LATINO 2017 Megamix hd Luis Fonsi  Maluma  Ozuna  Daddy Yankee  Sean Paul ツ ¡No te olvides SUSCRIBETE como y compartir la mezcla si le ,16791,2221,5142397,0,419
4_Gf0mGJfP8,Donald Trump Press Conference Cold Open  SNL,Presidentelect Donald Trump Alec Baldwin holds his first press conference since getting elected Get more SNL httpwwwnbccomsaturdaynightlive Full ,114576,24300,12519892,0,26831
lNVQXtTYFok,Learning English Is Fun Official Trailer  ChuChu TV Preschool Educational Language Learning Series,Coming Soon  Learning English Is Fun with a lot of funfilled episodes which will teach English language to your little ones in a way they like This is the first ,2668,1522,2018549,0,32
3twMt_neddY,5 Vintage Gadgets Put to the Test  Part 3,FAN MAIL CRAZY RUSSIAN HACKER PO Box 49 Waynesville NC 28786 Subscribe to my 2nd channel httpswwwyoutubecomuserorigami768 follow me ,35604,1254,2173209,0,8510
fKdFDwhDrVY,Learn Numbers for Toddlers Teach Counting with Genevieve and Cookie Monster on the Go Numbers Toy,Learn Numbers for Toddlers Teach Counting with Genevieve and Cookie Monster on the Go Numbers Toy Today Genevieve wanted to play with Cookie ,6140,3106,7014084,0,696
OOEkauITk3Q,SING  ALL the Movie CLIPS  TRAILERS Compilation  Animation Blockbuster 2016,Get ready for the worlds greatest singing competition  ☆ The MustSee Films to share with your kids  Theyre HERE ▻ httpbitlyFamilyFilms ☆ Subscribe ,59993,11587,50415093,0,4323
cIgKd1SwGLI,This is NTNU,This is NTNU Produced by NTNU Communication Division Technical production film and editing by BERRE AS wwwberreno Visit wwwntnuedu,153,9,12485,0,1
J9i7N6HMico,Learn Shapes with Baby Wooden Shapes Toys Set  Shapes and Colors Videos Collection,Learn Shapes with Baby Wooden Shapes Toys Set  Shapes and Colors Videos Collection 0000  Learn Shapes with Baby Wooden Shapes Toys Set 0245 ,0,0,2372944,0,229
1ml_awEqbEE,10 Things That Will Happen When Humans Go Extinct,top 10 things that will happen if humans disappeared Subscribe to our channel httpgoogl9CwQhg For copyright matters please contact us at ,74655,5491,6712188,0,15494
v3VLDuRpq6k,LEARN ABC PHONICS SHAPES NUMBERS COLORS  Morphle Educational Videos,Download episodes httpwwwmymagicpetmorphlecom In this compilation of the My Magic Pet Morphle cartoon My Red Crane Morphle morphs into all sorts ,0,0,1697250,0,7
II44VNA5m7w,Paw Patrol Best Baby Toy Learning Colors Video Gumballs Cars for Kids Teach Toddlers Preschool,Today we are learning colors colours with paw patrol and gumballs yay We are using different colours colors of toy cars with our paw patrol pups to race each ,2339,1104,3091383,0,452
HIz1x-3Ueo0,Learn Colors and Shapes for Kids Children Toddlers with 3D Wooden Toys for Kids  Colors and Shapes,Learn Colors and Shapes for Kids Children Toddlers with 3D Wooden Toys for Kids  Colors and Shapes HELP US REACH 10000 SUBSCRIBERS,1558,796,1887780,0,250
9P1N7P7-QLI,ESCAPE CODE VR,ESCAPE CODE is a neonsoaked descent into a cyberpunk retro future The film was made entirely in the UNITY video game engine and is driven by a ,64,12,11192,0,20
-5Y56aj-CDE,Enhancing fundamental freedoms through the UNESCO 2005 Convention in 12 developing countries,UNESCO is implementing from 2015 to 2017 with the support of the Swedish Government a project on participatory policy design and monitoring in 12 ,17,2,918,0,0
SAS09pwS9lc,3 AMAZING life hacks you never knew,3 simple life hacks with household items Subscribe to my channel  httpbitly1ODLIwG if you like Life hacks How to projects homemade geeky gadgets and a ,7165,7419,1447198,0,1004
EGUt6zva5jA,Toddler Learning Video for Kids Babies Teach Colors Children Toy Marble Maze Run Race Mania Skytrax,Visit our channel and subscribe httpswwwyoutubecomcFunPlaceCH Toddler Learning Video for Kids Babies Teach Colors Children Toy Marble Maze Run ,1688,724,2637996,0,297
H0VW6sg50Pk,Alien Covenant  Teaser Trailer HD  20th Century FOX,Ridley Scott returns to the universe he created with ALIEN COVENANT a new chapter in his groundbreaking ALIEN franchise The crew of the colony ship ,116995,9922,17445083,0,19848
e1nArZ8gwcU,Best Toddler Learning Video for Kids  Learn Colors Shapes 123s Food Names  Eggs Pororo mores,Best Toddler Learning Video for Kids  Learn Colors Shapes 123s Food Names  Eggs Pororo mores Half Hour Long preschool educational video for ,3921,1798,3719225,0,602
9azGzlvCygA,30 Movies That Are Going To Blow Everyone Away In 2017,If youre new Subscribe → httpbitlySubscribetoLooper Even though 2016 was an epic year for movies it almost feels like a warmup when you look at the ,70918,8847,17138486,0,12027
xhN5Zkm82DA,Learn Shapes Educational Video For Kids,Download episodes httpwwwmymagicpetmorphlecom In this compilation of the My Magic Pet Morphle cartoon Morphle morphs into all sorts of things like a ,0,0,4273545,0,22
nQTwJEfd-5s,Pure Conference Berlin 2016,Elseviers Pure Conference 2016 in Berlin The Pure Community gathered this year in Berlin Germany for our 2nd Pure International Conference This years ,5,0,401,0,0
6DBi41reeF0,Despicable Me 3  Official Trailer  In Theaters Summer 2017 HD,Despicable Me 3  Official Trailer httpwwwdespicableme The team who brought you Despicable Me and the biggest animated hits of 2013 and 2015 ,96764,7583,24547391,0,13220
AFxCO_DyzYM,Bruno Mars Carpool Karaoke,James Corden and Bruno Mars drive through Los Angeles singing his hits including tracks from the new album 24K Magic and chat about everything from ,963244,10625,48304029,0,61411
phr1pOFK1V8,Big Sean  Bounce Back,I DECIDED Available Now httpsmarturlitIDecided Produced by Hitmaka  Smash David Additional Production by Metro Boomin  Amaire Johnson Music ,639967,28630,76382477,0,25960
IJkqxR1H1Sw,EDM  Shuffle Bounce  Melbourne Bounce on Earth EDM Mix 2017  DJ Brothers  Shuffle Dancing,Best Bounce  Progressive House on Earth EDM Mix 2017  DJ Brothers Festival Dancing Shuffle Video 2017 Are you a DJ and want us to promote your mix ,13720,1742,2260840,0,1418
lAkw1M2G5y8,Moana  Best Funny Moments,Help Us Like  Share This Video Dont forget to Subscribe  comment below Thanks Moana Three thousand years ago the greatest sailors in the world ,20506,2638,10021223,0,1173
J4ST8F3_3kU,Educational Videos for Preschoolers with Blippi  Outdoor Park,Play on the outdoor park playground with Blippi and learn This educational video for preschoolers with Blippi is a fun way to learn colors Blippi will make your ,19890,9791,21331715,0,58
vSD55t9nL_A,Greatest Drone Selfie Ever 50 Countries in 4 Years  in 4K,The greatest Epic Aerial Drone Travel Adventure Video of 2016 This was filmed entirely by Drone and piloted by one man Alex Chacon who has traveled the ,2435,269,193484,0,413
CL0yUbSS5Eg,The Shack 2017 Movie Official Trailer – ‘Believe’,The Shack – Now Playing In Theaters Get tickets now httplionsgttheshacktickets Starring Sam Worthington Octavia Spencer Radha Mitchell and Tim ,11999,933,4032475,0,1644
urcgzsOIOB0,Zach King Magic Vines 2016  Best Zach King Magic Tricks,Magic Show from Zach King,42904,2663,9276390,0,1891
013BMMQAly0,Deeyah Khan appointed first UNESCO Goodwill Ambassador for Creativity and Artistic Freedom,Description,10,0,960,0,0
W5NGuraK_3g,Wonder Woman Latest News  update Ares Details Leaked Description Reveals,Wonder Woman Latest News  update Ares Details Leaked Description Reveals  Movie News  Review Hope Your Enjoy  Like Share Comment ,1,0,168,0,1
K1_f-GqaHHo,The Value of Heritage,Have you ever thought about the value of your heritage Whether it is represented by places objects customs values and creative expressions our heritage ,150,8,14929,0,0
i9z0wUUfvPw,Ron White Lates Show 2016 Ron White Stand Up Comedian Special Show,,2424,279,926776,0,214
JUWSLlz0Fdo,Donald Trump Prepares Cold Open  SNL,When faced with making good on his campaign promises presidentelect Donald Trump Alec Baldwin starts to panic Get more SNL ,94086,15613,13324799,0,16526
Hh8sTR2b4zI,Rogue One Recon  A Star Wars 360 Experience,Rogue One Recon is a short immersive 360 experience created by ILMxLAB that is connected to “Rogue One A Star Wars Story” Conflict above all else rules ,11536,215,705041,0,883
WqTLqnhu8Lo,A practical guide to doing business in Europe,A portal for business owners and entrepreneurs who want to startup and expand in other European countries Jargonfree userfriendly available in 24 ,31,7,863,0,1
HOZRYEu2-do,Learning Colors for Toddlers  Teach Babies with Toy Cars Balls Gumballs More  34 Hour Long,Learning Colors for Toddlers  Teach Babies with Toy Cars Balls Gumballs More  34 Hour Long Teach Kids and Babies with fun preschool learning toys for ,18473,9283,20405715,0,2130
JTsMUt9tk-o,Learn Colors and Numbers with Educational Toy Cars and Bus   Colours for Children,Learn Colors and Numbers with Educational Toy Cars and Bus  Colours for Children,0,0,5428730,0,549
ZTpbIPllkQ0,Learn Colors with Tea Time with Tayla  Educational Video for Kids by Brain Candy TV,Lets learn our colors with some cool dump trucks and our special guest Tayla from the popular YouTube channel Tea Time with Tayla Your kids will love ,1620,703,2236626,0,280
mDFF27Nr-EU,Gravitational Waves Albert Einstein to LIGO,Caltech Professor Kip Thorne is interviewed by “Einstein” biographer Walter Issacson as he explains a whole new way of observing the universe – gravitational ,11,0,1287,0,3
FMR2sGVOzq8,Rashida Jones Visits a Syrian Refugee Camp Shot in 360  Vanity Fair,Visiting displaced Syrians in Lebanon Rashida Jones discovers a painful truth These arent wouldbe terrorists sneaking across borders theyre regular ,140,13,12841,0,13
CiatfSQ0xwg,NBA YoungBoy I Aint Hiding WSHH Exclusive  Official Music Video,Watch the official music video for I Aint Hiding by NBA YoungBoy NBA Young Boys 38 Baby coming soon Before I Go out now Download here on Datpiff ,103072,7059,18192259,0,6821
VpDpDF3oees,Register to Vote in 134  voteIRL,1 minute 34 seconds In the US thats all it takes to register to vote A single registration lasts a lifetime of elections Weve made it easy for you here ,5115,8378,987231,0,2973
mi7CyZVitUs,10 Truths About University  Jimmy0010,Here are 10 things I wish I knew about University Subscribe to my channel here httpbitlyJimmy0010 Follow me here Facebook ,4649,61,97473,0,562
JRnOiibGv9s,VlogAfterCollege on starting small and growing his channel  CreatorSpotlight,Armed with a mobile phone and an idea VlogAfterColleges Ryen Lung tested out a few optimization strategies and found out which ones clicked Now hes ,2200,45,56876,0,248
Ga3maNZ0x0w,Global News Coverage on Bloomberg TV,Bloomberg TV brings you the latest in business markets US and global news Csuite executives and our inhouse experts provide indepth analysis on ,7584,3370,4256943,0,11
6eLKBzb6wj8,Welcome to NUS Medicine Class of 2021,Take a glimpse into the life of a medical student at the National University of Singapore,11,0,2839,0,1
9NJj12tJzqc,Moonlight  Official Trailer HD  A24,SUBSCRIBE httpbitlyA24subscribe Winner of 3 Academy Awards® including Best Picture from director Barry Jenkins and starring Naomie Harris André ,34901,4198,11501843,0,6230
8yEgJ-xeoXQ,Louis CK  I Did Some Real Drugs,Buy the full shows httpslouiscknet News  Updates httpslouiscknetnews Tour Dates httpslouiscknettourdates  Louis,5109,170,652196,0,507
hsfkGj_Jd-I,YaleNUS College – In Asia for the world,Established in 2011 YaleNUS College is Singapores first liberal arts college with a full residential programme that integrates living and learning Drawing on ,23,2,4264,0,0
RLykC1VN7NY,Death From Space — GammaRay Bursts Explained,Use the URL httpwwwsquarespacecomnutshell for 10 with a new website and support this channel Also make your life easier Thanks a lot to ,104333,731,3160180,0,11498
xj6vV3T4ok8,Gravitational Waves A New Era of Astronomy Begins,On September 14th 2015 a ripple in the fabric of space created by the violent collision of two distant black holes over a billion years ago washed across the ,5301,276,877005,0,1636
l6zpi90IT1g,Classical Music for Relaxation Music for Stress Relief Relax Music Instrumental Music ♫E024,Classical Music for Relaxation Music for Stress Relief Relax Music Instrumental Music ♫E024  YellowBrickCinemas Relaxing Classical Music is ideal study ,4799,295,2144365,0,215
9eUl4gF0ED4,Harvard graduates unique speech goes viral,Harvard University has called 2016 graduate Donovan Livingstons spokenverse commencement speech one of the most powerful heartfelt student speeches ,32186,1064,1678553,0,2820
JlYKz_vRpNM,A DAY IN THE LIFE OF A UNIVERSITY STUDENT,Day in the life of a university  college student  what a typical day at surrey uni is actually like Instagram  httpswwwinstagramcomstreetorvintage Twitter ,1281,53,123191,0,233
GhmcjZgW_Is,slitherio and other games,its about slitherio abd other games,1,0,26,0,1
ZL4yYHdDSWs,How Far Can We Go Limits of Humanity,Use the URL httpwwwsquarespacecomnutshell for 10 with a new website and support this channel Also make your life easier Thanks a lot to ,148010,1650,4809355,0,20251
SeDOoLwQQGo,STAR WARS 360 VR  Hunting of the Fallen,We are so happy to present you our Star Wars Fanfilm called Hunting of the Fallen 360 VR  The reason why we made this film was simple We love Star Wars ,10928,1198,2919528,0,533
az6oYcd-SfU,9 Futuristic Materials,Learn about some materials that seem like they should belong in science fiction but actually exist today Hosted by Michael Aranda  Support SciShow by ,34677,1014,1834990,0,2446
ZO6Ez7aLMMA,Katt Williams   Kattpacalypse Full,THE MAN HIMSELF YALLWOOOHOOOO,10945,781,2272930,0,1099
BKMgB01MU-w,Suicide Squad Official Trailer 2 2016  Will Smith Margot Robbie Movie HD,READ BELOW FOR EASTER EGGS  HIDDEN REFERENCES Subscribe to TRAILERS httpbitlysxaw6h Subscribe to COMING SOON httpbitlyH2vZUn ,108161,2532,16956241,0,10639
rrDjzS9mQOc,Pucknology After Dark Postgame Coyotes  Sharks 04092016,Follow us on twitter httptwittercompucknology httptwittercompuckguy14 httptwittercomchrisjws httptwittercomajstrong httptwittercomErikLandi ,5,3,458,0,0
Sk8aWkzHUyQ,Welcome to Walk the Prank,Herman is desperate to become a fullfledged member of the Walk the Prank team,84,48,1180,0,0
0JYhK3MB5ss,Best of the UK,Mike and Edd wrap the season with a Best of the UK episode highlighting their favorite moments in and out of the new workshop,1,2,60,0,0
iwawhLtsNJY,Ted Cruz criticizes Trump for flip flopping on foreign po,In an interview with CNNs Wolf Blitzer Ted Cruz criticizes Donald Trump for continually changing his foreign policy positions,50,140,5209,0,37
vU8dCYocuyI,Border Wall Last Week Tonight with John Oliver HBO,Donald Drumpf wants to build a wall on the USMexico border Is his plan feasible Connect with Last Week Tonight online Subscribe to the Last Week ,173278,10070,14584706,0,26885
zsjZ2r9Ygzw,Encryption Last Week Tonight with John Oliver HBO,Strong encryption poses problems for law enforcement is weakening it worth the risks it presents Its…complicated Connect with Last Week Tonight online,106903,2193,7980695,0,7624
WizB1hBO3zg,Parents  Pigskins,Bella fears that her mom is going to be embarrassed at the annual parents and students flag football game Newt and Sawyer worry that Troy has a secret ,15,4,83,0,0
R1vskiVDwl4,10 ways to have a better conversation  Celeste Headlee,When your job hinges on how well you talk to people you learn a lot about how to have conversations — and that most of us dont converse very well Celeste ,59831,706,2765987,0,1503
c6rP-YP4c5I,Shakira  Try Everything Official Video,Zootopia soundtrack featuring “Try Everything” by Shakira is available here httpsmarturlitzsa1 Amazon httpsmarturlitzsama1 Google Play ,1361225,73971,264997018,0,98580
t2q89jtvEq8,Decorah Eagles  North Nest powered by EXPLOREorg,Explore Multicam views comment and post snapshots at httpexploreorg Love Birds  httpgooglzqy2fE Facebook  httpgooglSFRAfX Twitter ,2256,92,4367706,0,0
EH7BGNTtFVE,Ryan Reynolds Gets Naked,The handsome and hilarious actor spilled all the details on filming his intense action scene – while completely nude,46455,950,4732576,0,1692
P1jXaEWRXj0,Try Not To Laugh Vine Edition IMPOSSIBLE CHALLENGE  Best Viners 2016,Try Not To Laugh or Grin While Watching This Challenge if you Laugh you Lose,51329,3593,9977712,0,5150
Yb5ivvcTvRQ,The Choice is Ours 2016 Official Full Version,httpswwwthevenusprojectcom Intro 000 Part 1 616 Part 2 2328 Part 3 4703 Part 4 11909 ProducedDirected by Roxanne Meadows and Joel Holt Script ,21019,881,1336620,0,4214
CQQcGkmuc3w,Around McGill in 80 seconds,Discover why McGill is one of the best universities in the world Apply today mcgillcaadmissions,247,3,57085,0,35
L-Vdfoz7rVQ,Top 10 Chappelles Show Sketches Explicit,You cant have a conversation about sketch comedy series without mentioning this comedians shortlived show Join httpwwwWatchMojocom as we count ,32138,2085,6428099,0,4404
FaOSCASqLsE,Star Wars Undercover Boss Starkiller Base  SNL,Kylo Ren Adam Driver goes undercover as Matt a radar technician at Starkiller Base Subscribe to the SNL channel for more clips httpgoogl24RRTv ,267316,4417,21783546,0,11417
J1S9vdoKFj4,Stanford 2015 Year in Review,A look back at the year that included visits by President Barack Obama and Oprah Winfrey a National Book Award winner groundbreaking research three ,394,3,26774,0,23
ldWU-Wp-ZmQ,Majid Jordan  Something About You Official Video,Something About You Directed by Common Good Majid Jordan Album Preorder Available now httpsmarturlitMajidJordan,41079,2262,4717913,0,1481
u-TNsO33eqQ,How to Paint the Wheels on your Car,Learn how to paint your wheels on your car properly so it looks amazing and lasts a long time I go though the 5 main steps to paint your rims any color you want,50446,2637,6352027,0,5224
LNHBMFCzznE,After watching this your brain will not be the same  Lara Boyd  TEDxVancouver,In a classic researchbased TEDx Talk Dr Lara Boyd describes how neuroplasticity gives you the power to shape the brain you want Recorded at ,62137,3676,7659432,0,3334
JhHMJCUmq28,Quantum Computers Explained – Limits of Human Technology,Where are the limits of human technology And can we somehow avoid them This is where quantum computers become very interesting Check out THE ,125926,875,4779768,0,10589
4_ez2jQdj-w,10 Amazing Experiments You Can Do At Home,Top 10 homemade science tricks that are fun and easy to do Subscribe to our channel httpgoogl9CwQhg For copyright matters please contact us at ,92528,4875,10843319,0,3977
BMaT2nGaEVg,99 Souls  The Girl Is Mine featuring Destinys Child  Brandy Official Video,99 Souls  The Girl Is Mine is out now Get it on iTunes here httpsmarturlitTheGirlIsMineIT Listen to the full track on Spotify httpsmarturlit99SoulsSp Follow ,283819,7883,50423576,0,6163
YTl__F9lzdo,NUS Institutional Video  English,The NUS institutional video captures the distinctive strengths of the University as a distinguished institution of global standing Viewers will have an overview of ,56,3,14717,0,3
rm76WlGvhb4,David Lopez Funny Vines Compilation  Best Vines 2015,Funny Vines from The Best Viners of 2015,35057,1206,5591395,0,2749
ym4uVS-5tSA,10 Roads You Would Never Want to Drive On,Top 10 Most Dangerous Roads and Highways from around the world you should never take your car on Subscribe to our channel httpgoogl9CwQhg For ,151440,25467,86231788,0,10596
4yB_hwKe4Dc,GoPro VR Indycars over the Golden Gate Bridge,GoPro Spherical puts you in the drivers seat of a GoPro IndyCar Cruise along with the pack as they carry the IndyCar trophy across the iconic Golden Gate ,9140,726,1088829,0,413
1GaMGdOQLvg,University British VS American  Evan Edinger  Meowitslucy,University is SUPER different in thE UK VS USA I personally prefer the US ▻SUBSCRIBE for new videos every week httpgoogl65evwQ Lucy ,13913,123,440642,0,1994
51rHWly7sHA,Classic John Pinette        Original Chinese buffet,Subscribe to Ratchet News for more videos  httpsgooglXcV98M,2604,117,684264,0,245
Ne5J4bxWypI,6 Hour Relaxing Piano Music Meditation Music Relaxing Music Soft Music Relaxation Music ☯2423,6 Hour Relaxing Piano Music Meditation Music Relaxing Music Soft Music Relaxation Music ☯2423 – YellowBrickCinemas Instrumental Music includes ,45079,2647,13371110,0,2791
RvOnXh3NN9w,The European Refugee Crisis and Syria Explained,Why is the refugee crisis all over the news How is this related to Syria Why should we care at all Donate to the United Nations Refugee Agency ,172692,51834,10885564,0,52589
ytQ5CYE1VZw,Eminem  Till I Collapse HD,feat Hugh Jackman from the movie REAL STEEL No copyright infringement intended All contents belong to its rightful owners This is for entertainment ,324398,10736,80673674,0,21736
XIYirRNNop8,Himalayan Megastructure Indias largest Hydropower Project  Documentary,Himalayan Megastructure Indias largest Hydropower Project  Documentary Himalayan Megastructure Karcham Wangtoo Hydroelectric Project  Indias ,4175,232,1330072,0,612
6KEeQLPe_S4,TOP 10  UNIVERSITIES OF ASIA 2016,QS ranking Ranking universities of Asia 2015  2016 1 National University of Singapore NUS 2 The University of Hong Kong 3 KAIST  Korea Advanced ,92,24,38175,0,19
vkkfUYcpwjQ,Tibetan Music Healing Music Relaxation Music Chakra Relaxing Music for Stress Relief ☯450A,3 Hour Tibetan Deep Meditation Music Calming Music Shamanic Music Relaxation Music ☯450A  Our relaxing Meditation Music is perfect for Deepak Chopra ,12335,529,2115532,0,425
hxXIJnjC_HI,The Future of Data Science  Data Science  Stanford,Data science holds the potential to impact our lives and how we work dramatically Despite its promise many questions about data science remain How real is ,390,8,50420,0,24
LWhMV3DY3Cc,Snapchat Story My Freshman Year at Stanford in 5 Minutes,This is a collection of about 200 Snapchat videos from my freshman year at Stanford Class of 2018 Skip to 257 for party scenes My Snapchat  Instagram ,1304,46,111831,0,134
Z3oaMQZBIAo,Megastructures  Cruise missile National Geographic Documentary,Megastructures  Cruise missile National Geographic Documentary Largest Digging machine Worlds biggest digging machine national geographic,706,220,408076,0,212
jDaZu_KEMCY,Natalie Portman Harvard Commencement Speech  Harvard Commencement 2015,Academy Awardwinning actress Natalie Portman 03 addresses graduating seniors at Harvards Senior Class Day ceremony on May 27 2015 at Tercentenary ,14474,575,1963297,0,0
GuM8vTq0jd4,Glorious to View Full Version,Cornell University Glorious To View celebrates what makes Cornell University so special—its campus beauty breadth and depth of academics spirit of ,2264,38,280691,0,228
Pw-0pbY9JeU,twenty one pilots Ride Video,twenty one pilots video for Ride from the album Blurryface  available now on Fueled By Ramen Get it on… iTunes httpwwwsmarturlitblurryface Google ,2759877,67968,410043859,0,142216
fGoWLWS4-kU,Tea Consent Clean,Copyright ©2015 Emmeline May and Blue Seat Studios Noncommercial use Video must have copyright information displayed below video with a live link to ,9595,337,3683551,0,972
yo8rgg9dOcc,An Introduction to Indico,A short introduction to Indico an Open Source event management software product developed at CERN Copyright © 2015 CERN Terms of use ,8,1,2410,0,0
rSQNi5sAwuc,How to control someone elses arm with your brain  Greg Gage,Greg Gage is on a mission to make brain science accessible to all In this fun kind of creepy demo the neuroscientist and TED Senior Fellow uses a simple ,25088,308,2067066,0,915
QRFziHZi2gU,Most Beautiful College Campuses,These are the most beautiful college campuses in the world according to over 8000 votes on Rankercom Did your school make the list Take a look and find ,775,100,217788,0,80
6KZ1kvIUFrU,10 Strangest Planets In Space,Space is unbelievably strange You would be forgiven for thinking that every planet out there is similar just a big ball of rock and gas but planets are remarkably ,145471,6890,11796460,0,23322
HfAovWHbO88,Engineering The Strongest Foam in the World,Subscribe to Motherboard Radio today httpappleco1DWdc9d As we race into the future of space travel electric cars and high impact sports some of our ,7204,896,1219483,0,673
BFfHgwgoD2w,Collaboration Software Testimony  Messaging Service Strategy  Zimbra,Hideaki Daimon from BIGLOBE talks about why they chose to use Zimbras collaboration messaging service Highlighting the three main reason why Zimbra ,16,16,5743,0,1
has7kai6rMI,Make Money on YouTube,AdRev can help you make money on YouTube Sign up today and get started httptalentadrevnetr14788 Get these for FREE when you sign up Access to ,0,0,5870456,0,286
Pd9bYdelBX0,Harvard University QA,Last video I asked you guys to send me questions you had about Harvard and you TURNED UP I got somewhere near 200 questions so here are some of my ,4116,123,377152,0,709
